ticket_id,summary,description,priority,issue_type,project,component,customer_tier,created_hours,channel,final_team,sla_breach,created_timestamp
797,Printer is unavailable,the device worked earlier in the day. The customer has already tried restarting the service.,Low,Hardware,Workplace IT,Laptop,Enterprise,22.45,Chat,L2-Network,Yes,2026-08-30T14:45:09.859464+00:00
798,Password reset link is invalid,login works for other accounts but not this user. This started after a recent configuration change.,Low,Access,Identity,Permissions,Standard,22.15,Portal,Security,Yes,2026-08-31T21:16:35.304282+00:00
799,Load balancer health checks failing,users cannot stay connected to the corporate network. The problem is reproducible from the production environment.,Medium,Network,Platform,Load Balancer,Standard,27.03,Jira,L2-Network,Yes,2026-09-06T04:38:32.223628+00:00
800,MFA challenge is failing,the user receives an access denied response. This started after a recent configuration change.,Low,Access,Identity,Password Reset,Standard,8.39,Email,Security,No,2026-09-01T00:38:19.172163+00:00
801,Intermittent network connectivity,users cannot stay connected to the corporate network. The support team has attached the latest logs.,Low,Network,Platform,DNS,Standard,28.92,Chat,L2-Network,Yes,2026-09-07T19:42:50.073575+00:00
802,Docking station disconnects,the peripheral is intermittently unavailable. The customer has already tried restarting the service.,Medium,Hardware,Workplace IT,Keyboard,Enterprise,33.93,Jira,L1-Hardware,Yes,2026-08-29T19:18:20.761646+00:00
803,Docking station disconnects,a replacement may be required if troubleshooting fails. The problem is reproducible from the production environment.,Low,Hardware,Workplace IT,Keyboard,Enterprise,25.69,Chat,L1-General,Yes,2026-09-08T23:58:55.966774+00:00
804,Laptop will not power on,restarting the device did not resolve the problem. The problem is reproducible from the production environment.,Low,Hardware,Workplace IT,Keyboard,Standard,14.17,Chat,L1-Hardware,No,2026-09-06T07:06:52.889951+00:00
805,Notification jobs are delayed,customers are unable to complete the workflow. The support team has attached the latest logs.,Medium,Application,Customer Portal,Search,Enterprise,19.23,Jira,L2-Application,Yes,2026-08-29T06:54:31.218778+00:00
806,Reports are running much slower,connections remain open after requests finish. The problem is reproducible from the production environment.,High,Database,Data Services,PostgreSQL,Standard,4.99,Email,L3-Database,Yes,2026-08-22T07:22:11.168680+00:00
807,Laptop will not power on,the peripheral is intermittently unavailable. This started after a recent configuration change.,Low,Hardware,Workplace IT,Keyboard,Standard,12.91,Chat,L1-Hardware,No,2026-09-09T05:36:23.893471+00:00
808,Backup job failed overnight,connections remain open after requests finish. The issue is currently affecting several users.,Medium,Database,Data Services,Backup,Standard,31.7,Email,L1-General,Yes,2026-09-16T04:10:26.936226+00:00
809,Replication is lagging,connections remain open after requests finish. The problem is reproducible from the production environment.,Medium,Database,Data Services,Replication,Business,23.44,Email,L3-Database,Yes,2026-08-22T19:24:45.624228+00:00
810,VPN connection drops repeatedly,the service becomes unreachable every few minutes. The support team has attached the latest logs.,Medium,Network,Platform,VPN,Business,8.62,Portal,L2-Network,Yes,2026-08-25T09:36:44.761594+00:00
811,Backup job failed overnight,transactions are waiting longer than expected. The customer has already tried restarting the service.,High,Database,Data Services,Query Engine,Enterprise,33.31,Email,L3-Database,Yes,2026-09-18T06:03:36.226279+00:00
812,Unexpected permission change detected,the event should be reviewed for security impact. The problem is reproducible from the production environment.,High,Access,Identity,Password Reset,Business,12.77,Jira,Security,Yes,2026-08-26T03:46:47.243640+00:00
813,Checkout returns an error,the same request succeeds after a retry. The issue is currently affecting several users.,Low,Application,Customer Portal,API,Business,15.86,Jira,L2-Application,No,2026-08-28T22:10:16.072564+00:00
814,User cannot access internal application,login works for other accounts but not this user. This started after a recent configuration change.,Low,Access,Identity,Password Reset,Enterprise,22.11,Portal,Security,Yes,2026-08-28T10:11:22.204430+00:00
815,DNS resolution failing for internal service,connections fail after authentication. This started after a recent configuration change.,Medium,Network,Platform,Load Balancer,Standard,22.13,Jira,L2-Network,Yes,2026-08-22T18:18:31.646645+00:00
816,User cannot access internal application,the user receives an access denied response. This started after a recent configuration change.,High,Access,Identity,Password Reset,Standard,4.57,Portal,Security,Yes,2026-09-11T21:54:17.289665+00:00
817,MFA challenge is failing,the account may have incorrect permissions. This started after a recent configuration change.,Medium,Access,Identity,IAM,Business,35.32,Jira,Security,Yes,2026-09-14T02:54:20.923638+00:00
818,Reports are running much slower,replica data is several minutes behind primary. The customer has already tried restarting the service.,High,Database,Data Services,Backup,Business,2.32,Portal,L3-Database,Yes,2026-09-14T15:47:34.414917+00:00
819,SSO login returns access denied,login works for other accounts but not this user. The issue is currently affecting several users.,High,Access,Identity,Password Reset,Enterprise,6.0,Chat,Security,Yes,2026-08-29T04:05:47.244408+00:00
820,Backup job failed overnight,the scheduled backup did not complete successfully. The support team has attached the latest logs.,High,Database,Data Services,Query Engine,Business,21.04,Jira,L3-Database,Yes,2026-09-11T09:00:05.085765+00:00
821,Database queries are timing out,the scheduled backup did not complete successfully. The problem is reproducible from the production environment.,High,Database,Data Services,MySQL,Business,2.9,Email,L2-Application,Yes,2026-09-18T23:38:55.584236+00:00
822,Docking station disconnects,the device worked earlier in the day. The issue is currently affecting several users.,High,Hardware,Workplace IT,Dock,Enterprise,12.54,Portal,L1-General,Yes,2026-08-23T18:42:16.074647+00:00
823,Backup job failed overnight,transactions are waiting longer than expected. The issue is currently affecting several users.,Medium,Database,Data Services,PostgreSQL,Enterprise,6.46,Jira,L2-Application,No,2026-09-13T20:33:26.260254+00:00
824,Intermittent network connectivity,connections fail after authentication. The issue is currently affecting several users.,Low,Network,Platform,Firewall,Enterprise,31.43,Email,L2-Network,Yes,2026-09-16T17:33:51.291621+00:00
825,Intermittent network connectivity,requests time out from the office network. This started after a recent configuration change.,Medium,Network,Platform,VPN,Business,35.19,Portal,L2-Network,Yes,2026-09-12T15:48:37.163834+00:00
826,External monitor is not detected,restarting the device did not resolve the problem. The customer has already tried restarting the service.,Medium,Hardware,Workplace IT,Dock,Business,31.09,Portal,L1-Hardware,Yes,2026-08-23T00:34:47.346425+00:00
827,Intermittent network connectivity,the service becomes unreachable every few minutes. The support team has attached the latest logs.,Low,Network,Platform,WiFi,Standard,10.17,Email,L2-Network,No,2026-09-10T13:35:10.403729+00:00
828,Intermittent network connectivity,users cannot stay connected to the corporate network. The customer has already tried restarting the service.,Medium,Network,Platform,Load Balancer,Enterprise,14.17,Email,L2-Network,Yes,2026-08-21T16:44:02.903284+00:00
829,Application page shows a blank screen,customers are unable to complete the workflow. The problem is reproducible from the production environment.,Low,Application,Customer Portal,Search,Standard,3.44,Email,L2-Application,No,2026-08-28T15:11:07.983788+00:00
830,Intermittent network connectivity,connections fail after authentication. This started after a recent configuration change.,Low,Network,Platform,VPN,Enterprise,4.56,Chat,L2-Network,No,2026-08-25T20:48:30.909838+00:00
831,Search results fail to load,the UI shows an unexpected error message. The support team has attached the latest logs.,Low,Application,Customer Portal,Authentication,Standard,0.7,Portal,L2-Application,No,2026-09-05T18:07:35.604200+00:00
832,SSO login returns access denied,the account may have incorrect permissions. The issue is currently affecting several users.,Medium,Access,Identity,Password Reset,Standard,25.79,Email,Security,Yes,2026-08-26T17:58:35.787943+00:00
833,Application page shows a blank screen,logs contain repeated server errors. The customer has already tried restarting the service.,Low,Application,Customer Portal,Checkout,Standard,17.66,Portal,L2-Application,No,2026-09-06T05:31:38.551774+00:00
834,API requests return HTTP 500,the UI shows an unexpected error message. The customer has already tried restarting the service.,High,Application,Customer Portal,Search,Standard,3.18,Portal,L2-Application,Yes,2026-08-26T11:12:29.815003+00:00
835,Intermittent network connectivity,connections fail after authentication. The problem is reproducible from the production environment.,Medium,Network,Platform,Load Balancer,Business,29.87,Email,L2-Network,Yes,2026-08-24T05:24:02.451852+00:00
836,Checkout returns an error,logs contain repeated server errors. The support team has attached the latest logs.,Low,Application,Customer Portal,Authentication,Standard,8.04,Chat,L2-Application,No,2026-09-01T14:09:01.614643+00:00
837,Password reset link is invalid,login works for other accounts but not this user. The problem is reproducible from the production environment.,Medium,Access,Identity,MFA,Enterprise,23.43,Jira,Security,Yes,2026-08-21T21:52:53.547845+00:00
838,Keyboard stops responding,the peripheral is intermittently unavailable. The support team has attached the latest logs.,Low,Hardware,Workplace IT,Dock,Business,31.8,Jira,L1-Hardware,Yes,2026-09-08T16:29:57.887283+00:00
839,Reports are running much slower,transactions are waiting longer than expected. The problem is reproducible from the production environment.,Medium,Database,Data Services,PostgreSQL,Business,26.88,Email,L2-Application,Yes,2026-08-28T17:07:04.706978+00:00
840,Unexpected permission change detected,the account may have incorrect permissions. The issue is currently affecting several users.,Low,Access,Identity,Permissions,Standard,18.42,Portal,Security,Yes,2026-09-09T00:42:05.856614+00:00
